beam,syst,chi2_shape_up,chi2_shape_down,chi2_raw_up,chi2_raw_down,dmean_up,dmean_down,rate_change_pct_up,rate_change_pct_down,dvar_up,dvar_down,ks_pct_up,ks_pct_down,asymmetry_pct
RHC,DISvbarpNC2pi_2020,0.0109176,0.0110086,0.102816,0.102816,-0.000471229,0.00047319,0.207637,-0.207637,-0.000899592,0.000902889,0.0239624,0.0240622,0
RHC,DISvbarnNC1pi_2020,0.00998301,0.0100196,0.0278492,0.0278492,-0.000700236,0.000701519,0.0915278,-0.0915278,-0.000454049,0.000453898,0.03316,0.0332208,0
RHC,DISvbarnNC2pi_2020,0.00990376,0.0099967,0.126134,0.126134,0.000306256,-0.00030769,0.233525,-0.233525,0.000926386,-0.000930912,0.011894,0.0119497,0
RHC,DISvbarpNC3pi_2020,0.00822516,0.00829719,0.1095,0.1095,-0.000640302,0.0006431,0.217988,-0.217988,-0.00105237,0.00105614,0.0223952,0.0224931,0
RHC,DISvnNC2pi_2020,0.00765293,0.00768105,0.025586,0.025586,0.000402988,-0.000403728,0.0917098,-0.0917098,0.0013889,-0.00139178,0.0134595,0.0134842,0
RHC,DISvnCC2pi_2020,0.0074216,0.00749407,0.133192,0.133192,-3.3418e-05,3.35807e-05,0.242933,-0.242933,0.00129606,-0.00130237,0.0103336,0.0103839,0
RHC,DISvbarnNC3pi_2020,0.00715809,0.00721233,0.0830632,0.0830632,0.00024077,-0.000241681,0.18872,-0.18872,0.000525077,-0.000527179,0.0145978,0.014653,0
RHC,DISvbarpCC0pi_2020,0.00625378,0.00626847,0.0135951,0.0135951,-0.000585536,0.000586223,0.0586717,-0.0586717,-0.00053567,0.000535612,0.0262551,0.0262859,0
RHC,DISvpNC2pi_2020,0.00580269,0.00583332,0.0427484,0.0427484,-0.000181126,0.000181604,0.131659,-0.131659,-6.69251e-05,6.70357e-05,0.00902591,0.0090497,0
RHC,BhtBY,0.00426886,0.00488631,0.0323847,0.0353263,0.000107097,-9.71089e-05,-0.114898,0.119508,-0.000758269,0.000807386,0.0133403,0.0132563,0.00488285
RHC,DISvnNC3pi_2020,0.00443834,0.00446938,0.0691176,0.0691176,3.99422e-05,-4.00816e-05,0.174217,-0.174217,0.000779576,-0.0007823,0.0110289,0.0110674,0
RHC,AhtBY,0.00227244,0.00223351,0.0123301,0.0126034,4.26729e-05,-2.98898e-05,0.0686973,-0.0697769,0.000924824,-0.000895911,0.00695657,0.00739458,0.00131825
RHC,DISvnCC0pi_2020,0.00134406,0.00134545,0.00276461,0.00276461,-0.000306523,0.000306681,0.0258155,-0.0258155,-0.000262959,0.000262906,0.0123068,0.0123132,0
RHC,CV1uBY,0.0009367,0.00110069,0.0122029,0.0144683,9.13498e-05,-9.63949e-05,-0.0727234,0.0792061,-0.000348691,0.000381324,0.00868598,0.00935639,0.00648272
RHC,CV2uBY,0.000837828,0.000840148,0.0110164,0.0110164,-8.38814e-05,8.39976e-05,0.0691159,-0.0691159,0.00033297,-0.000333445,0.00815809,0.00816938,1.34289e-08
RHC,DISvbarnCC0pi_2020,0.000658442,0.000658936,0.00140969,0.00140969,-0.000193078,0.00019315,0.0187749,-0.0187749,-0.000190798,0.000190796,0.00831112,0.00831424,0
RHC,AGKYpT1pi,0.000553856,0.000326039,0.000591884,0.00033547,-9.46961e-05,7.08685e-05,0.00422226,-0.00210548,-0.000213214,0.000116338,0.00472571,0.00347046,0.00345582
RHC,AGKYxF1pi,0.000422169,0.000259075,0.000444949,0.000266771,0.000139401,-4.32827e-05,-0.00327183,0.00189936,5.28124e-05,-8.60356e-05,0.00595677,0.00261976,0.0130461
RHC,DISvbarnNC0pi_2020,0.000385235,0.000385416,0.000678684,0.000678684,-0.000150014,0.00015005,0.0117343,-0.0117343,-0.000102914,0.000102893,0.00666143,0.006663,0
RHC,DISvnNC0pi_2020,0.000277569,0.000277725,0.000700083,0.000700083,-1.57556e-05,1.576e-05,0.0140812,-0.0140812,-0.000144587,0.000144627,0.00235887,0.00235954,0
RHC,DISvbarpNC0pi_2020,0.000246562,0.000246655,0.000434358,0.000434358,-0.000120014,0.000120037,0.00938747,-0.00938747,-8.23297e-05,8.23164e-05,0.00532927,0.00533027,0
RHC,DISvpNC0pi_2020,0.000201376,0.000201485,0.00059691,0.00059691,-0.000131811,0.000131847,0.0136245,-0.0136245,-0.000185449,0.000185465,0.00452895,0.00453019,0
RHC,DISvpCC0pi_2020,6.16463e-05,6.16579e-05,0.000108589,0.000108589,-6.001e-05,6.00156e-05,0.00469373,-0.00469373,-4.11632e-05,4.11598e-05,0.00266476,0.00266501,0
